Bairro; Zona; LocationID; Latitude; Longitude; Url
Vila Santa Rita; ; BR>Sao Paulo>NULL>Franca>Barrios>Vila Santa Rita; -20,550431; -47,393301; /venda/imoveis/sp+franca++vl-sta-rita/
Cidade Tiradentes; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Cidade Tiradentes; -23,577347; -46,430859; /venda/imoveis/sp+sao-paulo+zona-leste+cid-tiradentes/
Consolação; Centro; BR>Sao Paulo>NULL>Sao Paulo>Centro>Consolacao; -23,555405; -46,645643; /venda/imoveis/sp+sao-paulo+centro+consolacao/
Cerqueira César; Centro; BR>Sao Paulo>NULL>Sao Paulo>Centro>Cerqueira Cesar; -23,559397; -46,668759; /venda/imoveis/sp+sao-paulo+centro+cerqueira-cesar/
Higienópolis; Centro; BR>Sao Paulo>NULL>Sao Paulo>Centro>Higienopolis; -23,541705; -46,650918; /venda/imoveis/sp+sao-paulo+centro+higienopolis/
Pacaembu; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Pacaembu; -23,546024; -46,669363; /venda/imoveis/sp+sao-paulo+zona-oeste+pacaembu/
Vila Buarque; Centro; BR>Sao Paulo>NULL>Sao Paulo>Centro>Vila Buarque; -23,541705; -46,650918; /venda/imoveis/sp+sao-paulo+centro+vl-buarque/
Cursino; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Cursino; -23,611452; -46,623336; /venda/imoveis/sp+sao-paulo+zona-sul+cursino/
Jardim São Savério; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Jardim Sao Saverio; -23,65491; -46,609009; /venda/imoveis/sp+sao-paulo+zona-sul+jd-s-saverio/
Jardim da Saúde; ; BR>Sao Paulo>NULL>Jarinu>Barrios>Jardim da Saude; -23,104345; -46,728461; /venda/imoveis/sp+jarinu++jd-da-saude/
Vila Brasilina; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila Brasilina; -23,620776; -46,608258; /venda/imoveis/sp+sao-paulo+zona-sul+vl-brasilina/
Vila Moraes; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila Moraes; -23,626941; -46,606457; /venda/imoveis/sp+sao-paulo+zona-sul+vl-moraes/
Ermelino Matarazzo; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Ermelino Matarazzo; -23,497171; -46,485008; /venda/imoveis/sp+sao-paulo+zona-leste+ermelino-matarazzo/
Jardim Belém; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Jardim Belem; -23,489929; -46,47837; /venda/imoveis/sp+sao-paulo+zona-leste+jd-belem/
Jardim Verônia; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Jardim Veronia; -23,486936; -46,488592; /venda/imoveis/sp+sao-paulo+zona-leste+jd-veronia/
Parque Boturussu; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Parque Boturussu; -23,497171; -46,485008; /venda/imoveis/sp+sao-paulo+zona-leste+pq-boturussu/
Vila Paranaguá; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Vila Paranagua; -23,498274; -46,472625; /venda/imoveis/sp+sao-paulo+zona-leste+vl-paranagua/
Vila Robertina; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Vila Robertina; -23,498513; -46,470555; /venda/imoveis/sp+sao-paulo+zona-leste+vl-robertina/
Freguesia do Ó; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Freguesia do O; -23,502188; -46,691059; /venda/imoveis/sp+sao-paulo+zona-norte+freguesia-do-o/
Chácara do Rosário; ; BR>Sao Paulo>NULL>Cajamar>Barrios>Chacara do Rosario; -23,3550047; -46,87886719999999; /venda/imoveis/sp+cajamar++ch-do-rosario/
Itaberaba; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Itaberaba; -23,486302; -46,691663; /venda/imoveis/sp+sao-paulo+zona-norte+itaberaba/
Jardim Monjolo; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Jardim Monjolo; -23,493567; -46,698909; /venda/imoveis/sp+sao-paulo+zona-norte+jd-monjolo/
Sítio Morro Grande; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Sitio Morro Grande; -23,501845; -46,669327; /venda/imoveis/sp+sao-paulo+zona-norte+sitio-morro-grande/
Vila Arcádia; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Vila Arcadia; -23,505518; -46,700721; /venda/imoveis/sp+sao-paulo+zona-norte+vl-arcadia/
Vila Bela; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Vila Bela; -23,616503; -46,451426; /venda/imoveis/sp+sao-paulo+zona-leste+vl-bela/
Vila Hebe; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Vila Hebe; -23,475071; -46,672043; /venda/imoveis/sp+sao-paulo+zona-norte+vl-hebe/
Vila Moinho Velho; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila Moinho Velho; -23,61036; -46,604187; /venda/imoveis/sp+sao-paulo+zona-sul+vl-moinho-velho/
Vila São Francisco; ; BR>Sao Paulo>NULL>Hortolandia>Barrios>Vila Sao Francisco; -22,864554; -47,218512; /venda/imoveis/sp+hortolandia++vl-s-francisco/
Vila São Vicente; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Vila Sao Vicente; -23,495896; -46,695286; /venda/imoveis/sp+sao-paulo+zona-norte+vl-s-vicente/
Vila Siqueira; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Vila Siqueira; -23,500408; -46,678985; /venda/imoveis/sp+sao-paulo+zona-norte+vl-siqueira/
Grajaú; Zona Norte; BR>Rio de Janeiro>NULL>Rio de Janeiro>Zona Norte>Grajau; -22,925954; -43,248713; /venda/imoveis/rj+rio-de-janeiro+zona-norte+grajau/
Cantinho do Céu; ; BR>Espirito Santo>NULL>Serra>Barrios>Cantinho do Ceu; -20,210015; -40,279501; /venda/imoveis/es+serra++cantinho-do-ceu/
Ilha do Bororé; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Ilha do Borore; -23,7697922; -46,6488679; /venda/imoveis/sp+sao-paulo+zona-sul+ilha-do-borore/
Jardim Belcito; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Jardim Belcito; -23,76316; -46,685625; /venda/imoveis/sp+sao-paulo+zona-sul+jd-belcito/
Jardim Edda; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Jardim Edda; -23,7423223; -46,69770159999999; /venda/imoveis/sp+sao-paulo+zona-sul+jd-edda/
Jardim São Bernardo; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Jardim Sao Bernardo; -23,756083; -46,701104; /venda/imoveis/sp+sao-paulo+zona-sul+jd-s-bernardo/
Parque Residencial Cocaia; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Parque Residencial Cocaia; -23,7053331; -46,6488034; /venda/imoveis/sp+sao-paulo+zona-sul+pq-resid-cocaia/
Vila Narciso; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila Narciso; -23,7497113; -46,6675163; /venda/imoveis/sp+sao-paulo+zona-sul+vl-narciso/
Guaianases; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Guaianases; -23,535408; -46,407476; /venda/imoveis/sp+sao-paulo+zona-leste+guaianases/
Jardim São Carlos; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Jardim Sao Carlos; -23,531143; -46,568034; /venda/imoveis/sp+sao-paulo+zona-leste+jd-s-carlos/
Jardim São Luís; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Jardim Sao Luis; -23,651376; -46,733056; /venda/imoveis/sp+sao-paulo+zona-sul+jd-s-luis/
Jardim São Paulo; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Jardim Sao Paulo; -23,4867; -46,612492; /venda/imoveis/sp+sao-paulo+zona-norte+jd-s-paulo/
Jardim Soares; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Jardim Soares; -23,548027; -46,404474; /venda/imoveis/sp+sao-paulo+zona-leste+jd-soares/
Vila Popular; ; BR>Sao Paulo>NULL>Itapetininga>Barrios>Vila Popular; -23,5553923; -48,01341499999999; /venda/imoveis/sp+itapetininga++vl-popular/
Iguatemi; ; BR>Sao Paulo>NULL>Ribeirao Preto>Barrios>Iguatemi; -21,189826; -47,789657; /venda/imoveis/sp+ribeirao-preto++iguatemi/
Terceira Divisão; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Terceira Divisao; -23,6211438; -46,4164819; /venda/imoveis/sp+sao-paulo+zona-leste+terceira-divisao/
Ipiranga; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Ipiranga; -23,61052; -46,613229; /venda/imoveis/sp+sao-paulo+zona-sul+ipiranga/
Alto do Ipiranga; ; BR>Sao Paulo>NULL>Ribeirao Preto>Barrios>Alto do Ipiranga; -21,15374; -47,829148; /venda/imoveis/sp+ribeirao-preto++alto-do-ipiranga/
Sacomã; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Sacoma; -23,614995; -46,596954; /venda/imoveis/sp+sao-paulo+zona-sul+sacoma/
Vila Carioca; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila Carioca; -23,60379; -46,586811; /venda/imoveis/sp+sao-paulo+zona-sul+vl-carioca/
Vila Dom Pedro I; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila Dom Pedro I; -23,599413; -46,613832; /venda/imoveis/sp+sao-paulo+zona-sul+vl-d-pedro-i/
Vila Monumento; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila Monumento; -23,574508; -46,614132; /venda/imoveis/sp+sao-paulo+zona-sul+vl-monumento/
Itaim Bibi; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Itaim Bibi; -23,583748; -46,678074; /venda/imoveis/sp+sao-paulo+zona-sul+itaim-bibi/
Brooklin; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Brooklin; -23,608765; -46,69589; /venda/imoveis/sp+sao-paulo+zona-sul+brooklin/
Cidade Monções; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Cidade Moncoes; -23,608765; -46,69589; /venda/imoveis/sp+sao-paulo+zona-sul+cid-moncoes/
Vila Cordeiro; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Vila Cordeiro; -23,617466; -46,693475; /venda/imoveis/sp+sao-paulo+zona-oeste+vl-cordeiro/
Vila Olímpia; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila Olimpia; -23,598157; -46,68293; /venda/imoveis/sp+sao-paulo+zona-sul+vl-olimpia/
Itaim Paulista; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Itaim Paulista; -23,500719; -46,395185; /venda/imoveis/sp+sao-paulo+zona-leste+itaim-paulista/
Cidade Kemel; ; BR>Sao Paulo>NULL>Poa>Barrios>Cidade Kemel; -23,514752; -46,361869; /venda/imoveis/sp+poa++cid-kemel/
Jardim Camargo; ; BR>Sao Paulo>NULL>Mogi Guacu>Barrios>Jardim Camargo; -22,364696; -46,934074; /venda/imoveis/sp+mogi-guacu++jd-camargo/
Jardim das Oliveiras; ; BR>Sao Paulo>NULL>Sao Jose do Rio Preto>Barrios>Jardim das Oliveiras; -20,7752964; -49,4094503; /venda/imoveis/sp+sao-jose-do-rio-preto++jd-das-oliveiras/
Jardim Nélia; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Jardim Nelia; -23,509602; -46,3828667; /venda/imoveis/sp+sao-paulo+zona-leste+jd-nelia/
Jardim Silva Teles; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Jardim Silva Teles; -23,497414; -46,409277; /venda/imoveis/sp+sao-paulo+zona-leste+jd-silva-teles/
Jardim Virgínia; ; BR>Sao Paulo>NULL>Itatiba>Barrios>Jardim Virginia; -22,9863178; -46,850718; /venda/imoveis/sp+itatiba++jd-virginia/
Vila Alabama; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Vila Alabama; -23,495611; -46,39727; /venda/imoveis/sp+sao-paulo+zona-leste+vl-alabama/
Vila Carolina; ; BR>Sao Paulo>NULL>Bauru>Barrios>Vila Carolina; -22,323045; -49,029955; /venda/imoveis/sp+bauru++vl-carolina/
Itaquera; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Itaquera; -23,555304; -46,45341; /venda/imoveis/sp+sao-paulo+zona-leste+itaquera/
Jardim Itapemirim; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Jardim Itapemirim; -23,5316139; -46,4597353; /venda/imoveis/sp+sao-paulo+zona-leste+jd-itapemirim/
Jardim Redil; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Jardim Redil; -23,53527; -46,44291; /venda/imoveis/sp+sao-paulo+zona-leste+jd-redil/
Vila Carmosina; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Vila Carmosina; -23,555304; -46,45341; /venda/imoveis/sp+sao-paulo+zona-leste+vl-carmosina/
Vila Santa Terezinha; ; BR>Sao Paulo>NULL>Itu>Barrios>Vila Santa Terezinha; -23,279653; -47,301555; /venda/imoveis/sp+itu++vl-sta-terezinha/
Vila Santana; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Vila Santana; -23,674047; -46,679588; /venda/imoveis/sp+sao-paulo+zona-leste+vl-santana/
Jabaquara; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Jabaquara; -23,638297; -46,657258; /venda/imoveis/sp+sao-paulo+zona-sul+jabaquara/
Americanópolis; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Americanopolis; -23,676237; -46,649541; /venda/imoveis/sp+sao-paulo+zona-sul+americanopolis/
Cidade Domitila; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Cidade Domitila; -23,6624014; -46,6513291; /venda/imoveis/sp+sao-paulo+zona-sul+cid-domitila/
Cidade Vargas; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Cidade Vargas; -23,655209; -46,638636; /venda/imoveis/sp+sao-paulo+zona-sul+cid-vargas/
Jardim Bom Clima; ; BR>Sao Paulo>NULL>Guarulhos>Barrios>Jardim Bom Clima; -23,453346; -46,518669; /venda/imoveis/sp+guarulhos++jd-bom-clima/
Jardim Itacolomi; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Jardim Itacolomi; -23,6649002; -46,6566541; /venda/imoveis/sp+sao-paulo+zona-sul+jd-itacolomi/
Jardim Lourdes; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Jardim Lourdes; -23,523424; -46,402073; /venda/imoveis/sp+sao-paulo+zona-leste+jd-lourdes/
Jardim Oriental; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Jardim Oriental; -23,645911; -46,647305; /venda/imoveis/sp+sao-paulo+zona-sul+jd-oriental/
Jardim Vila Rica; ; BR>Sao Paulo>NULL>Santo Andre>Barrios>Jardim Vila Rica; -23,710832; -46,503027; /venda/imoveis/sp+santo-andre++jd-vl-rica/
Vila Alexandrina; ; BR>Sao Paulo>NULL>Sao Jose dos Campos>Barrios>Vila Alexandrina; -23,1627564; -45,8938688; /venda/imoveis/sp+sao-jose-dos-campos++vl-alexandrina/
Vila Babilônia; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila Babilonia; -23,6449967; -46,6542406; /venda/imoveis/sp+sao-paulo+zona-sul+vl-babilonia/
Vila Campestre; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila Campestre; -23,652321; -46,658595; /venda/imoveis/sp+sao-paulo+zona-sul+vl-campestre/
Vila Clara; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila Clara; -23,5505199; -46,63330939999999; /venda/imoveis/sp+sao-paulo+zona-sul+vl-clara/
Vila do Encontro; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila do Encontro; -23,657363; -46,634937; /venda/imoveis/sp+sao-paulo+zona-sul+vl-do-encontro/
Vila Guarani; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila Guarani; -23,640527; -46,635762; /venda/imoveis/sp+sao-paulo+zona-sul+vl-guarani/
Vila Imperial; ; BR>Sao Paulo>NULL>Sao Jose do Rio Preto>Barrios>Vila Imperial; -20,815894; -49,389724; /venda/imoveis/sp+sao-jose-do-rio-preto++vl-imperial/
Vila Mascote; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila Mascote; -23,646411; -46,666913; /venda/imoveis/sp+sao-paulo+zona-sul+vl-mascote/
Vila Mira; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila Mira; -23,652694; -46,651526; /venda/imoveis/sp+sao-paulo+zona-sul+vl-mira/
Vila Paulista; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila Paulista; -23,642354; -46,662085; /venda/imoveis/sp+sao-paulo+zona-sul+vl-paulista/
Vila Santa Catarina; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila Santa Catarina; -23,652321; -46,658595; /venda/imoveis/sp+sao-paulo+zona-sul+vl-sta-catarina/
Jaçanã; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Jacana; -23,461381; -46,572853; /venda/imoveis/sp+sao-paulo+zona-norte+jacana/
Parque Edu Chaves; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Parque Edu Chaves; -23,476888; -46,564643; /venda/imoveis/sp+sao-paulo+zona-norte+pq-edu-chaves/
Jaguara; ; BR>Minas Gerais>NULL>Lagoa Santa>Barrios>Jaguara; -19,6303019; -43,89830310000001; /venda/imoveis/mg+lagoa-santa++jaguara/
Jardim Vieira; ; BR>Sao Paulo>NULL>Sao Jose do Rio Preto>Barrios>Jardim Vieira; -20,7942858; -49,3589692; /venda/imoveis/sp+sao-jose-do-rio-preto++jd-vieira/
Vila Jaguara; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Vila Jaguara; -23,492536; -46,761755; /venda/imoveis/sp+sao-paulo+zona-oeste+vl-jaguara/
Vila Nilva; ; BR>Sao Paulo>NULL>Barueri>Barrios>Vila Nilva; -23,505184; -46,865561; /venda/imoveis/sp+barueri++vl-nilva/
Vila Piauí; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Vila Piaui; -23,501637; -46,758731; /venda/imoveis/sp+sao-paulo+zona-oeste+vl-piaui/
Jaguaré; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Jaguare; -23,544951; -46,74699; /venda/imoveis/sp+sao-paulo+zona-oeste+jaguare/
Parque Continental; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Parque Continental; -23,5422; -46,758731; /venda/imoveis/sp+sao-paulo+zona-oeste+pq-continental/
Vila Lageado; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Vila Lageado; -23,552463; -46,753895; /venda/imoveis/sp+sao-paulo+zona-oeste+vl-lageado/
Jaraguá; ; BR>Minas Gerais>NULL>Belo Horizonte>Barrios>Jaragua; -19,861449; -43,955003; /venda/imoveis/mg+belo-horizonte++jaragua/
Parque Taipas; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Parque Taipas; -23,442826; -46,707365; /venda/imoveis/sp+sao-paulo+zona-norte+pq-taipas/
Jardim Ângela; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Jardim Angela; -23,606413; -46,517465; /venda/imoveis/sp+sao-paulo+zona-leste+jd-angela/
Cidade Ipava; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Cidade Ipava; -23,72313; -46,758617; /venda/imoveis/sp+sao-paulo+zona-sul+cid-ipava/
Jardim Helena; ; BR>Sao Paulo>NULL>Ribeirao Preto>Barrios>Jardim Helena; -21,192472; -47,735404; /venda/imoveis/sp+ribeirao-preto++jd-helena/
Vila Itaim; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Vila Itaim; -23,492393; -46,390195; /venda/imoveis/sp+sao-paulo+zona-leste+vl-itaim/
Vila Mara; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Vila Mara; -23,479468; -46,421293; /venda/imoveis/sp+sao-paulo+zona-leste+vl-mara/
Jardim Paulista; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Jardim Paulista; -23,573979; -46,660691; /venda/imoveis/sp+sao-paulo+zona-sul+jd-paulista/
Jardins; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Jardins; -23,559397; -46,668759; /venda/imoveis/sp+sao-paulo+zona-oeste+jardins/
Jardim América; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Jardim America; -23,569371; -46,671978; /venda/imoveis/sp+sao-paulo+zona-sul+jd-america/
Jardim São Luís; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Jardim Sao Luis; -23,651376; -46,733056; /venda/imoveis/sp+sao-paulo+zona-sul+jd-s-luis/
Guarapiranga; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Guarapiranga; -23,68189; -46,741805; /venda/imoveis/sp+sao-paulo+zona-sul+guarapiranga/
Jardim Guarujá; ; BR>Sao Paulo>NULL>Marilia>Barrios>Jardim Guaruja; -22,236858; -49,9306029; /venda/imoveis/sp+marilia++jd-guaruja/
Vila das Belezas; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila das Belezas; -23,640948; -46,742409; /venda/imoveis/sp+sao-paulo+zona-sul+vl-das-belezas/
Lapa; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Lapa; -23,534132; -46,700721; /venda/imoveis/sp+sao-paulo+zona-oeste+lapa/
Alto da Lapa; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Alto da Lapa; -23,528989; -46,720086; /venda/imoveis/sp+sao-paulo+zona-oeste+alto-da-lapa/
Bela Aliança; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Bela Alianca; -23,522219; -46,726697; /venda/imoveis/sp+sao-paulo+zona-oeste+bela-alianca/
Vila Anastácio; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Vila Anastacio; -23,515265; -46,720175; /venda/imoveis/sp+sao-paulo+zona-oeste+vl-anastacio/
Vila Ipojuca; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Vila Ipojuca; -23,522734; -46,711419; /venda/imoveis/sp+sao-paulo+zona-oeste+vl-ipojuca/
Vila Romana; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Vila Romana; -23,515253; -46,690828; /venda/imoveis/sp+sao-paulo+zona-oeste+vl-romana/
Liberdade; Centro; BR>Sao Paulo>NULL>Sao Paulo>Centro>Liberdade; -23,559917; -46,631259; /venda/imoveis/sp+sao-paulo+centro+liberdade/
Aclimação; Centro; BR>Sao Paulo>NULL>Sao Paulo>Centro>Aclimacao; -23,571487; -46,630972; /venda/imoveis/sp+sao-paulo+centro+aclimacao/
Limão; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Limao; -23,501845; -46,669327; /venda/imoveis/sp+sao-paulo+zona-norte+limao/
Conjunto Residencial Novo Pacaembu; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Conjunto Residencial Novo Pacaembu; -23,538197; -46,657258; /venda/imoveis/sp+sao-paulo+zona-norte+conj-resid-nv-pacaembu/
Jardim das Graças; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Jardim das Gracas; -23,506842; -46,683814; /venda/imoveis/sp+sao-paulo+zona-norte+jd-das-gracas/
Jardim Pereira Leite; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Jardim Pereira Leite; -23,507445; -46,6717412; /venda/imoveis/sp+sao-paulo+zona-norte+jd-pereira-leite/
Sítio do Morro; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Sitio do Morro; -23,5018448; -46,66932689999999; /venda/imoveis/sp+sao-paulo+zona-norte+sitio-do-morro/
Vila Barbosa; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Vila Barbosa; -23,493372; -46,426691; /venda/imoveis/sp+sao-paulo+zona-norte+vl-barbosa/
Vila Carbone; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Vila Carbone; -23,507445; -46,6717412; /venda/imoveis/sp+sao-paulo+zona-norte+vl-carbone/
Vila Espanhola; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Vila Espanhola; -23,478008; -46,669327; /venda/imoveis/sp+sao-paulo+zona-norte+vl-espanhola/
Vila Prado; ; BR>Sao Paulo>NULL>Sao Carlos>Barrios>Vila Prado; -22,022932; -47,895325; /venda/imoveis/sp+sao-carlos++vl-prado/
Vila Santista; ; BR>Sao Paulo>NULL>Atibaia>Barrios>Vila Santista; -23,116951; -46,542141; /venda/imoveis/sp+atibaia++vl-santista/
Mandaqui; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Mandaqui; -23,472296; -46,659671; /venda/imoveis/sp+sao-paulo+zona-norte+mandaqui/
Chácara do Encosto; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Chacara do Encosto; -23,475772; -46,628303; /venda/imoveis/sp+sao-paulo+zona-norte+ch-do-encosto/
Horto Florestal; ; BR>Bahia>NULL>Salvador>Barrios>Horto Florestal; -13,001605; -38,488278; /venda/imoveis/ba+salvador++horto-florestal/
Lauzane Paulista; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Lauzane Paulista; -23,478505; -46,644248; /venda/imoveis/sp+sao-paulo+zona-norte+lauzane-paulista/
Marsilac; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Marsilac; -23,935061; -46,759106; /venda/imoveis/sp+sao-paulo+zona-sul+marsilac/
Moema; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Moema; -23,612476; -46,661547; /venda/imoveis/sp+sao-paulo+zona-sul+moema/
Ibirapuera; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Ibirapuera; -23,583602; -46,664499; /venda/imoveis/sp+sao-paulo+zona-sul+ibirapuera/
Indianópolis; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Indianopolis; -23,612476; -46,661547; /venda/imoveis/sp+sao-paulo+zona-sul+indianopolis/
Vila Nova Conceição; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila Nova Conceicao; -23,591783; -46,672733; /venda/imoveis/sp+sao-paulo+zona-sul+vl-nv-conceicao/
